	country_pair	edges	cross_edges	fraction_cross	nodes_country1	nodes_country2
466	ES_NL	38724625	45516	0.0011753761334034867	4887753	1460307
467	AL_IE	1860021	28	1.5053593480933817e-05	311	399624
468	CH_DE	3832254	57138	0.014909763288132781	74573	578325
469	BG_FR	23109433	2499	0.00010813765963016055	7223	3153115
470	DE_FI	3967818	4309	0.001085987310909926	576703	67910
471	IT_SE	7405796	6793	0.0009172545395525342	926714	314344
472	BY_SE	2116067	642	0.0003033930400124382	98018	314270
473	GB_IE	51945711	1250390	0.024071092221646558	8263547	439408
474	EE_PL	2439724	824	0.0003377431217629535	16993	229125
475	BA_PT	3115657	218	6.99691910887495e-05	3555	460226
476	BG_HU	133637	150	0.0011224436346221481	6783	27238
477	AM_LI	8556	26	0.0030388031790556337	2253	193
478	GR_HR	736996	195	0.00026458759613349326	94973	9433
479	AD_PT	3109707	27	8.682490022371883e-06	646	460178
480	NO_PT	3634356	1259	0.0003464162564151668	121308	460351
481	AZ_MD	100078	0	0.0	17798	973
482	DK_IL	641097	79	0.00012322628245023764	44310	39824
483	RS_SM	680913	2	2.937232803603397e-06	89674	248
484	DE_IL	3955442	3035	0.0007672973083665492	576490	39878
485	MD_NL	9394531	9	9.580041834978244e-07	973	1458417
486	AD_RO	25045	0	0.0	638	8273
487	AL_NL	9392611	142	1.5118266901503746e-05	335	1458420
488	PL_RU	9119127	19709	0.002161281447226253	230241	1382923
489	DK_SK	215959	21	9.724067994387823e-05	44304	1617
490	CH_SE	2044242	1501	0.0007342574900623312	72456	314179
491	SI_SM	104354	1	9.582766352990782e-06	9973	248
492	EE_LV	337768	421	0.0012464176594585634	17016	80654
493	BG_DE	3571915	1854	0.000519049305484593	6993	576572
494	LV_SK	301661	6	1.988987638441827e-05	80637	1613
495	BE_NO	1331335	1091	0.0008194781929416713	191530	121311
496	CZ_SI	328824	105	0.00031931975768192104	44580	10000
497	BA_CZ	231665	78	0.0003366930697343146	3480	44541
498	IL_MD	430144	1	2.3248028567177503e-06	39811	973
499	AM_IL	435704	9	2.0656225327286415e-05	2250	39813
500	DE_HU	3617793	5237	0.00144756761926401	577002	27977
501	CY_HU	116562	39	0.00033458588562310185	10608	27206
502	AD_BY	324483	0	0.0	638	97964
503	EE_HU	126458	13	0.00010280092995302788	16982	27205
504	AT_AZ	256727	128	0.0004985840990624282	35968	17836
505	CY_MK	184515	14	7.58745901417229e-05	10600	13834
506	GR_SI	776199	229	0.0002950274349747938	94938	9985
507	GR_PT	3793504	13241	0.0034904405003922494	97644	462464
508	AD_FR	23063243	557	2.41509834501592e-05	646	3152816
509	HU_NL	9483206	2994	0.000315716014183389	27643	1458605
510	HU_MD	90297	5	5.5372825232289e-05	27200	973
511	AL_ES	29287623	487	1.6628184540616357e-05	400	4885252
512	LT_RO	33526	16	0.00047724154387639444	4483	8278
513	LT_MC	12145	1	8.233841086867023e-05	4481	1558
514	AD_SI	105387	0	0.0	638	9973
515	BY_CH	573931	145	0.0002526436104688543	97982	72298
516	CY_RS	709427	198	0.000279098483705864	10606	89676
517	BE_PT	3919279	5268	0.001344124773969906	191955	460866
518	AL_NO	524936	23	4.381486505021565e-05	305	121257
519	ES_SI	29392562	1535	5.2224096694939355e-05	4885294	10125
520	NO_UA	997709	286	0.0002866567305697353	121277	144683
521	CH_CZ	475855	724	0.0015214718769373022	72378	44673
522	NO_RU	7225527	1890	0.0002615726160873802	121323	1382528
523	AD_MD	3549	0	0.0	638	973
524	CY_RO	52354	25	0.00047751843221148336	10604	8280
525	IS_MK	191258	0	0.0	6783	13831
526	CY_IS	63821	0	0.0	10598	6783
527	AM_BG	53369	20	0.00037474938634787986	2248	6739
528	RO_TR	15375141	2580	0.00016780333916937738	8603	3795015
529	AT_MC	161266	13	8.061215631317202e-05	35946	1562
530	CH_NL	9650117	7345	0.0007611306681566659	73031	1458854
531	AT_LI	160990	1491	0.009261444810236661	35984	206
532	RS_UA	1153676	221	0.00019156158228133375	89706	144691
533	AM_RU	6707811	986	0.00014699281181297446	2311	1382469
534	EE_IS	73743	0	0.0	16982	6783
535	DK_MD	215479	2	9.281646935432223e-06	44302	973
536	EE_NO	563204	85	0.0001509222235637531	16988	121265
537	AD_CH	251809	10	3.971263934172329e-05	641	72276
538	ME_RS	735828	17540	0.023837092363976364	7149	89887
539	DE_FR	26777108	191105	0.007136879755647996	588078	3160746
540	AD_SK	4010	0	0.0	638	1612
541	SI_SK	106917	16	0.00014964879298895404	9974	1622
542	AD_LU	5285	1	0.0001892147587511826	638	2743
543	FR_IT	28886397	218146	0.00755185909824614	3166071	937090
544	AM_CY	36391	6	0.00016487593086202633	2245	10600
545	DK_MT	214707	16	7.452016003204367e-05	44304	1164
546	AZ_NL	9490596	598	6.300974143246641e-05	17925	1458440
547	CZ_LT	234332	39	0.00016643053445538809	44541	4490
548	DE_DK	3743249	5508	0.0014714490005874575	576782	44601
549	IL_MK	583830	19	3.254371991846942e-05	39814	13835
550	GB_RO	48868591	9218	0.00018862831547568047	8242756	9352
551	AZ_TR	15482834	36293	0.00234407990165108	20141	3795878
552	GB_IS	48873892	3027	6.193490790543138e-05	8242283	6844
553	ES_LU	29292166	1242	4.240041518268059e-05	4885278	2909
554	ME_MK	193622	62	0.000320211546208592	6977	13839
555	AZ_GE	99750	115	0.0011528822055137844	17814	1299
556	GB_LU	48845871	6259	0.00012813774986221457	8242449	3391
557	AL_HR	65228	10	0.00015330839516771938	300	9369
558	LT_MK	165689	7	4.2247825745825006e-05	4482	13833
559	GB_RU	55591433	56885	0.001023269178903879	8244732	1384565
560	AM_FI	446806	9	2.01429703271666e-05	2247	67756
561	GR_MC	674281	19	2.8178163110038693e-05	94931	1564
562	IT_LT	5617344	818	0.00014562042132367184	926179	4538
563	DK_NO	740972	3131	0.004225530789287584	44419	121335
564	FR_RS	23753430	11295	0.0004755102736741599	3153480	90361
565	MK_RO	179821	55	0.0003058597160509618	13842	8279
566	GE_MT	3379	6	0.0017756732761171944	1287	1161
567	AZ_LV	396694	24	6.050003277085108e-05	17804	80640
568	AM_GE	9765	54	0.005529953917050691	2259	1297
569	GB_RS	49531054	14781	0.0002984188464877004	8242655	90732
570	BA_MK	163028	52	0.0003189636136123856	3484	13838
571	IS_LU	39343	18	0.0004575146785959383	6783	2743
572	BG_IS	80789	4	4.95116909480251e-05	6731	6785
573	AT_SI	263865	904	0.003425994353173024	35996	10018
574	BY_LV	622863	735	0.001180034774902346	98004	80678
575	HU_LU	92119	92	0.000998708192663837	27230	2775
576	LT_SI	113867	15	0.00013173263544310468	4482	9973
577	AM_SI	111994	2	1.785809954104684e-05	2243	9974
578	BG_FI	484874	434	0.0008950778965256954	6756	67760
579	MT_TR	15350824	545	3.550298016575527e-05	1213	3794857
580	EE_PT	3147086	200	6.355085307487626e-05	16988	460192
581	AZ_BG	143335	62	0.00043255310984755994	17818	6751
582	ES_MT	29288938	535	1.826628196624951e-05	4885242	1253
583	DK_EE	251720	90	0.000357540123947243	44315	16990
584	CY_LT	38249	4	0.00010457789746137153	10599	4481
585	CY_GE	30398	8	0.00026317520889532203	10600	1287
586	AM_HR	72833	10	0.00013730039954416268	2248	9366
587	AD_DK	214424	0	0.0	638	44302
588	AT_LU	163442	584	0.0035731329768358194	36021	2857
589	IE_RS	2541263	821	0.00032306770294928154	399684	89790
590	BG_HR	110665	199	0.001798219852708625	6777	9434
591	LT_NO	534422	44	8.233193992762274e-05	4495	121262
592	FR_LT	23071729	578	2.505230535604852e-05	3152866	4536
593	LU_MD	6337	0	0.0	2742	973
594	ES_SK	29290172	522	1.7821677523778283e-05	4885239	1705
595	PT_SM	3108649	3	9.650494475252754e-07	460177	249
596	ES_FR	52559544	211218	0.004018642170868149	4893483	3160042
597	BG_SM	45715	5	0.00010937329104232747	6733	248
598	BE_RO	830249	873	0.0010514917813812482	191521	8413
599	GR_MD	674134	2	2.966769217989302e-06	94926	973
600	BY_DE	3849888	2088	0.0005423534398922774	98100	576629
601	AM_MD	10155	1	9.847365829640571e-05	2243	974
602	DE_RO	3550184	1822	0.0005132128362924288	576677	8571
603	CY_ME	66127	4	6.048966382869327e-05	10599	6965
604	AZ_MC	100219	11	0.00010975962641814426	17800	1559
605	ES_GB	78562214	439750	0.005597474633288721	4902928	8249884
606	CY_SM	28746	0	0.0	10598	248
607	GE_IS	37147	0	0.0	1284	6783
608	FI_MD	441247	2	4.532608720285917e-06	67755	973
609	ME_PT	3146285	262	8.327281222139761e-05	7060	460229
610	CZ_ME	262216	45	0.0001716142416938707	44539	6969
611	CH_MT	252099	33	0.0001309009555769757	72278	1163
612	GE_HR	66849	21	0.00031414082484405154	1296	9373
613	AD_LI	1925	0	0.0	638	190
614	RO_SE	1816309	322	0.00017728260995238145	8325	314119
615	GE_MD	4159	0	0.0	1284	973
616	PT_SE	4902926	2304	0.0004699234701890259	460500	314198
617	BA_DK	220229	46	0.00020887349077551093	3490	44307
618	BA_PL	2407538	85	3.5305777105075806e-05	3512	229113
619	IL_LU	431892	14	3.2415511285228714e-05	39812	2746
620	IS_UA	508084	37	7.282260413632391e-05	6784	144661
621	CZ_LV	523525	52	9.932667971921112e-05	44549	80640
622	AD_RU	6700250	30	4.4774448714600206e-06	638	1382444
623	AD_AM	9101	0	0.0	638	2243
624	FR_LI	23063901	1786	7.74370302751473e-05	3152961	205
625	MT_SM	1729	0	0.0	1160	248
626	FR_IE	24949034	27851	0.0011163157659731435	3153871	400892
627	MD_MK	158270	0	0.0	973	13831
628	LV_NL	9692140	1026	0.00010585897438542985	80729	1458502
629	FI_SM	439159	1	2.2770795998715727e-06	67755	248
630	FR_MC	23076952	13083	0.0005669292894486239	3152944	1886
631	LV_MK	454882	20	4.396744650260947e-05	80638	13834
632	CH_RO	274923	575	0.0020914947094277307	72427	8408
633	CH_UA	724162	853	0.0011779132293602813	72381	144734
634	IS_LV	334188	6	1.795396603109627e-05	6783	80638
635	CZ_PT	3333881	869	0.0002606571740263075	44671	460305
636	LV_UA	772531	880	0.0011391128640792407	80662	144683
637	EE_SE	1831598	954	0.0005208566508589767	17054	314193
638	BG_RU	6745814	1346	0.00019953114627826974	6836	1382512
639	EE_HR	103450	26	0.0002513291445142581	16983	9365
640	AZ_IL	525680	61	0.00011604017653325216	17821	39829
641	NL_NO	9920427	3541	0.00035694028089718315	1458776	121439
642	CH_MC	253081	99	0.00039117910866481485	72296	1579
643	MT_RO	25317	5	0.0001974957538412924	1161	8275
644	RO_UA	496859	304	0.0006118436015046522	8295	144695
645	AM_BA	14861	1	6.729022273063724e-05	2243	3474
646	MC_NO	527116	20	3.794231250806274e-05	1563	121257
647	CY_MC	30964	1	3.2295569047926627e-05	10599	1558
648	MC_RU	6701913	510	7.609767539507003e-05	1564	1382445
649	AM_GB	48844736	1307	2.675825702077702e-05	2470	8242245
650	AL_HU	88245	6	6.79925208227095e-05	299	27203
651	NL_PL	11835002	42335	0.0035771012121501963	1460780	230872
652	IE_UA	2333026	523	0.00022417238384827258	399675	144727
653	AD_LT	10961	0	0.0	638	4481
654	HR_SM	65184	0	0.0	9363	248
655	HR_LT	74684	1	1.3389748808312357e-05	9363	4481
656	RO_SI	127977	41	0.0003203700664963236	8288	9989
657	FR_HU	23168757	19328	0.0008342268858014264	3153938	29363
658	GE_UA	474673	57	0.00012008266743631931	1297	144669
659	FI_SE	2239671	8537	0.0038117205607430733	67912	314355
660	BG_SE	1837898	212	0.00011534916518762195	6790	314116
661	AZ_FR	23160560	1345	5.807286179608783e-05	18077	3152894
662	AL_CY	28784	4	0.00013896609227348526	298	10601
663	FI_HR	504028	114	0.00022617791075099002	67759	9379
664	FI_LU	443030	50	0.00011285917432228066	67758	2758
665	RS_RU	7382047	2378	0.00032213287181726154	89776	1382503
666	BY_RU	7191855	169648	0.023588907173462202	104428	1386197
667	DE_IT	9181850	50472	0.005496931446277166	580275	929719
668	AM_ES	29296760	2019	6.89154705161936e-05	2615	4885389
669	AT_MK	315938	1147	0.0036304591407174827	35964	13854
670	BY_MT	324757	7	2.1554577730426135e-05	97965	1161
671	HR_HU	153166	205	0.0013384171421856027	9404	27254
672	ME_RO	61421	33	0.0005372755246576904	6967	8294
673	CH_FR	23547233	235244	0.009990303319290211	83024	3157469
674	BY_TR	15672423	424	2.705388949749506e-05	97995	3794876
675	AZ_CY	126358	49	0.00038778708115038226	17810	10609
676	IS_LT	45003	1	2.222074083949959e-05	6784	4481
677	DK_IS	249033	568	0.0022808222203483074	44334	6789
678	BA_GE	8878	13	0.0014642937598558234	3484	1291
679	LU_ME	41630	3	7.20634158059092e-05	2743	6964
680	ES_MK	29444176	1319	4.479663482516882e-05	4885356	14020
681	AD_TR	15350023	11	7.16611304100326e-07	640	3794833
682	BA_IS	42296	0	0.0	3474	6783
683	PL_SK	2403323	115	4.7850413781252044e-05	229118	1640
684	BY_ME	360837	11	3.0484678677630067e-05	97967	6968
685	CH_SK	253450	137	0.0005405405405405405	72308	1659
686	BG_SI	149691	56	0.0003741039875476816	6747	9996
687	AT_HU	250232	3419	0.013663320438632949	36314	27582
688	AZ_SE	1890188	221	0.00011691958683474872	17836	314118
689	GE_LT	11580	9	0.0007772020725388601	1286	4484
690	BA_MD	9308	0	0.0	3474	973
691	BE_MC	808124	114	0.00014106745994426598	191355	1573
692	GB_MC	48839418	1411	2.8890598163966655e-05	8242226	1652
693	DE_GE	3526712	289	8.194601657294387e-05	576470	1363
694	CY_PL	2429052	74	3.046455983651235e-05	10619	229106
695	MD_PL	2402774	27	1.1237011887093834e-05	973	229104
696	BG_MT	47015	4	8.50792300329682e-05	6734	1161
697	CY_NO	553273	76	0.00013736437527224355	10604	121259
698	BY_PT	3431811	144	4.1960352711731503e-05	97986	460215
699	DK_SE	2012408	7042	0.0034992904023438587	44812	314344
700	AT_DK	372423	425	0.001141175491309613	36026	44332
701	BE_RU	7509867	5316	0.0007078687279015727	191937	1382664
702	GE_MC	4299	10	0.0023261223540358223	1285	1566
703	LI_SI	104816	0	0.0	190	9973
704	AD_CY	29780	0	0.0	638	10598
705	LI_MT	2192	0	0.0	190	1160
706	DE_SK	3527906	579	0.0001641200190708029	576520	1735
707	FI_RU	7143138	5222	0.0007310512550646509	67901	1382563
708	CH_CY	279210	127	0.0004548547688120053	72295	10603
709	ME_TR	15386735	380	2.4696597426289594e-05	7073	3794874
710	GB_IL	49271853	8435	0.00017119307447195054	8242324	40113
711	FI_IL	866828	42	4.8452518838800776e-05	67761	39814
712	GB_MK	48994648	3103	6.333344817580892e-05	8242267	14080
713	NO_SI	628876	72	0.00011448997894656499	121262	9985
714	AM_AZ	105819	189	0.0017860686644175431	2278	17837
715	FR_SK	23066531	2331	0.00010105550765305802	3152932	1842
716	DE_MC	3527116	120	3.40221302616642e-05	576463	1589
717	AD_MT	2763	0	0.0	638	1160
718	AD_DE	3525818	5	1.4181106341847481e-06	638	576431
719	FI_SI	543140	57	0.00010494531796590197	67758	9982
720	GB_SI	48944622	4907	0.00010025616297537245	8242404	10322
721	GR_MK	829867	2067	0.002490760567657227	94976	13927
722	HU_NO	612835	179	0.00029208514526748633	27257	121264
723	CY_UA	501332	42	8.37768185553685e-05	10603	144664
724	EE_MC	40885	0	0.0	16982	1557
725	BE_BG	851513	438	0.0005143785238745621	191426	6871
726	AL_EE	38702	0	0.0	295	16982
727	MD_MT	3816	0	0.0	973	1160
728	IS_TR	15384210	157	1.0205268908835749e-05	6787	3794836
729	GE_LI	2544	9	0.003537735849056604	1289	190
730	BA_RU	6706045	66	9.84186655472786e-06	3497	1382453
731	ES_LI	29287692	127	4.336292528615775e-06	4885220	203
732	IL_RO	451746	107	0.00023685876576660337	39820	8278
733	IE_NO	2386218	1808	0.0007576843356306926	399788	121333
734	EE_IL	466305	9	1.930067230675202e-05	16982	39811
735	SM_UA	472972	0	0.0	248	144661
736	FI_PL	2840322	932	0.00032813181040741154	67787	229203
737	BY_GR	995162	96	9.646670592325672e-05	97975	94947
738	AD_BG	46746	2	4.278440936122877e-05	638	6731
739	BG_PT	3154775	847	0.0002684819044147364	7008	460336
740	FR_HR	23129545	3137	0.00013562739777198384	3153128	9864
741	BE_HU	894897	1327	0.0014828522165120678	191601	27503
742	EE_FR	23100521	629	2.7228823107496147e-05	17009	3152842
743	BG_NL	9438904	1187	0.00012575612592309447	6941	1458480
744	FR_MT	23063308	355	1.539241465274626e-05	3152821	1215
745	LU_LV	302957	28	9.24223569681506e-05	2743	80637
746	EE_LT	48212	45	0.0009333775823446445	16984	4490
747	CZ_FI	663749	225	0.0003389835615571549	44571	67765
748	IT_LV	5906154	448	7.58530847654836e-05	926164	80655
749	BA_RO	30925	121	0.00391269199676637	3501	8297
750	LT_SK	12484	9	0.0007209227811598846	4481	1615
751	AZ_RU	6799923	3174	0.0004667699913660787	17884	1382499
752	HU_LV	386930	46	0.0001188845527614814	27213	80643
753	AM_MC	10286	2	0.00019443904335990667	2243	1558
754	FI_UA	911952	250	0.0002741372352930856	67774	144671
755	NL_SI	9497338	978	0.00010297622344282156	1458460	10045
756	AZ_BA	104796	12	0.00011450818733539448	17803	3480
757	AL_GE	2114	8	0.003784295175023652	299	1290
758	BA_IL	434860	11	2.5295497401462538e-05	3479	39813
759	BG_UA	518364	110	0.00021220609455903573	6758	144679
760	BA_CH	257762	204	0.0007914277511813223	3512	72311
761	AL_BE	805890	63	7.817444068048989e-05	319	191358
762	AM_RO	31671	21	0.0006630671592308421	2249	8280
763	DK_RU	6914998	2850	0.0004121476246269341	44523	1382573
764	CH_PL	2653452	2455	0.00092520987754819	72544	229291
765	DE_UA	4016557	19234	0.004788678462673379	577482	145216
766	GR_RU	7373764	2961	0.00040155882396019184	95213	1382527
767	BE_ME	843272	102	0.00012095741350359077	191371	7011
768	CY_HR	93508	6	6.416563288702571e-05	10602	9365
769	GR_TR	16055236	34641	0.0021576138774914303	98342	3797075
770	BY_FI	762281	102	0.00013380892348097354	97967	67763
771	LT_ME	47312	8	0.00016909029421711193	4483	6966
772	MT_NO	526201	21	3.9908704088361675e-05	1165	121262
773	ES_RO	29314342	3657	0.0001247512224562298	4885519	8828
774	NO_RS	1206241	879	0.0007287101002204369	121275	89714
775	GB_ME	48875160	1993	4.077736011503594e-05	8242295	7175
776	BY_LT	335050	2102	0.006273690493956126	98057	4764
777	BA_NO	531734	62	0.00011659965321006368	3491	121261
778	BE_GR	1480218	2808	0.0018970178716918725	191558	95241
779	FI_IT	6048183	2426	0.0004011122017968041	67856	926346
780	HR_LI	65647	0	0.0	9363	190
781	LV_MT	300414	6	1.9972438035510995e-05	80637	1162
782	EE_RS	719172	21	2.9200246950659925e-05	16984	89677
783	HU_LT	97765	61	0.0006239451746535058	27208	4488
784	PT_TR	18487667	30471	0.0016481798379427755	464728	3798792
785	IT_SI	5712893	1941	0.000339757807471626	926247	10180
786	PL_RO	2424576	333	0.0001373436015204308	229170	8368
787	AM_PL	2408368	69	2.865010662822293e-05	2264	229113
788	EE_SK	41218	2	4.852249017419574e-05	16982	1612
789	GB_TR	64308419	124079	0.0019294363308791653	8245586	3802733
790	DK_ES	29507428	7364	0.0002495642792045447	44532	4885532
791	IS_NO	560167	213	0.00038024374873921527	6787	121276
792	AT_FI	598412	646	0.0010795238063407819	36024	67776
793	FR_ME	23099745	716	3.0996013159452626e-05	3152890	7101
794	BY_RO	347044	12	3.4577748066527584e-05	97965	8275
795	AT_CY	187385	31	0.00016543480001067322	35948	10606
796	BG_IE	1905827	586	0.00030747806595247105	6807	399650
797	MT_UA	474288	15	3.162635360793442e-05	1162	144663
798	RU_SI	6803239	128	1.8814567590525632e-05	1382454	10003
799	BG_LT	55244	35	0.0006335529650278763	6739	4481
800	GR_NO	1197783	1287	0.0010744851112430215	94999	121297
801	LT_LU	13755	6	0.0004362050163576881	4482	2744
802	HR_IL	492839	27	5.478462540505114e-05	9369	39814
803	CH_ME	288346	204	0.0007074833706727335	72308	6976
804	AD_GB	48836989	165	3.3785866692150083e-06	649	8242212
805	FR_MK	23218549	1142	4.918481340069959e-05	3152911	14000
806	BY_PL	2728589	4908	0.0017987318720408241	98190	229491
807	AZ_HR	162775	28	0.00017201658731377667	17814	9376
808	MD_SK	5065	2	0.0003948667324777887	973	1614
809	AL_SE	1792460	22	1.2273635115985852e-05	307	314110
810	LV_RU	7013398	15533	0.002214760947546396	81093	1382664
811	IL_IS	463131	0	0.0	39811	6783
812	AM_LT	17574	8	0.00045521793558666213	2245	4483
813	BA_SK	9779	10	0.0010225994477962982	3479	1617
814	CH_GB	49133103	46976	0.0009560967480519193	75742	8243779
815	AL_MD	2549	0	0.0	295	973
816	AT_SE	1952281	1269	0.000650008887040339	36114	314162
817	DE_PL	5999865	74854	0.012475947375482615	579279	231576
818	GR_IE	2533079	1503	0.0005933490428052184	95200	399730
819	LU_MT	5552	1	0.00018011527377521613	2743	1160
820	PT_RO	3133008	779	0.00024864283780954275	460350	8511
821	AT_GB	49037422	43024	0.0008773707557464991	39317	8244018
822	IT_PL	8020663	13404	0.001671183541809449	926946	229934
823	AT_SM	159044	8	5.0300545760921505e-05	35940	249
824	HR_MK	221202	263	0.0011889585085125812	9390	13846
825	MK_NO	680827	193	0.000283478769202749	13843	121259
826	IT_TR	21023846	68269	0.003247217469153836	933059	3800205
827	AD_PL	2401696	2	8.327448602987222e-07	638	229103
828	MD_SE	1794498	7	3.900812372039423e-06	974	314110
829	CZ_NO	749386	141	0.0001881540354370111	44566	121266
830	HR_TR	15414467	733	4.755273082098784e-05	9537	3794928
831	BY_HU	411303	77	0.00018720991580416384	97973	27215
832	CZ_IL	652487	65	9.96188429807797e-05	44544	39814
833	GB_NO	49404446	44205	0.0008947575285025968	8243178	122362
834	AT_BY	482347	290	0.0006012269175510577	35967	97968
835	BA_LV	305903	3	9.80703033314482e-06	3477	80639
836	HU_LI	89576	908	0.010136643743859962	27427	199
837	BG_MC	47931	4	8.345329744841543e-05	6732	1560
838	IT_MT	5608897	569	0.00010144597057139755	926153	1215
839	FR_PT	26234794	64924	0.002474728789560917	3155020	463931
840	AZ_UA	570725	190	0.00033290989530859874	17808	144672
841	BA_ME	45459	861	0.018940143865901142	3539	6983
842	BE_LV	1104921	449	0.0004063638938892464	191373	80653
843	MK_TR	15507906	3173	0.00020460531550810278	14060	3795016
844	LU_MC	6470	3	0.0004636785162287481	2742	1559
845	RS_SK	683493	34	4.974447433989814e-05	89679	1630
846	NL_PT	12511762	11109	0.0008878845361668485	1458948	461342
847	DK_PT	3322629	1021	0.0003072867900689484	44385	460359
848	BA_ES	29294482	587	2.0037903383988836e-05	3653	4885273
849	AL_MT	1764	1	0.0005668934240362812	296	1161
850	IT_SM	5616422	9395	0.0016727731641247756	926248	617
851	DK_GE	215062	28	0.00013019501353098175	44304	1295
852	IL_RU	7130701	3887	0.0005451076969851912	39910	1382484
853	AM_LU	11889	0	0.0	2243	2742
854	DE_MD	3526895	29	8.222530015778752e-06	576435	974
855	BE_EE	844220	187	0.0002215062424486508	191358	16988
856	AD_IE	1860997	4	2.149385517547852e-06	638	399622
857	ME_UA	510370	21	4.114661911946235e-05	6972	144668
858	DE_SI	3629773	1069	0.00029450877506665015	576532	10077
859	BA_MC	9459	21	0.0022201078338090706	3478	1562
860	LV_TR	15649083	1426	9.112355017862708e-05	80678	3794883
861	AM_HU	95895	51	0.000531831690911935	2265	27211
862	AD_IS	36537	0	0.0	638	6783
863	AD_SE	1793438	0	0.0	638	314108
864	DE_MT	3526157	77	2.183680420355645e-05	576444	1183
865	ES_IL	29718559	3829	0.00012884204782607394	4885511	40158
866	AD_NL	9393475	6	6.387412539023098e-07	639	1458414
867	LV_MC	301326	2	6.637329669527356e-06	80637	1557
868	CZ_DE	3754964	5819	0.0015496819676566805	45461	577030
869	IE_IS	1895192	158	8.33688618356346e-05	399635	6789
870	ES_HR	29353590	1732	5.9004707771689936e-05	4885400	9688
871	LT_MT	11229	1	8.905512512245079e-05	4481	1161
872	AM_EE	46308	1	2.1594540900060463e-05	2243	16982
873	AT_PT	3268936	1682	0.0005145405110409014	36355	460483
874	CH_RS	935032	3784	0.00404692031930458	72515	89806
875	LV_NO	823946	388	0.00047090464666373766	80648	121276
876	CZ_LI	225258	1	4.4393539852080724e-06	44537	190
877	FR_RU	29782777	22367	0.0007510045151263094	3153941	1383369
878	CZ_DK	437982	226	0.0005160029407601226	44585	44332
879	CY_NL	9421006	253	2.6854881527514153e-05	10635	1458428
880	AZ_RO	121670	96	0.0007890194789183858	17809	8284
881	LI_MC	3108	0	0.0	190	1557
882	DE_SE	5329128	12373	0.0023217682142369256	577203	314589
883	GE_NO	526541	18	3.4185372079287274e-05	1286	121259
884	CZ_HU	312925	354	0.0011312614843812414	44639	27285
885	CZ_MK	380575	26	6.831767719897523e-05	44537	13835
886	RS_SE	2475124	2237	0.0009037931028910067	89742	314148
887	EE_RO	62266	15	0.00024090193685157227	16982	8276
888	AZ_MT	99303	11	0.00011077208140740965	17805	1166
889	BE_LU	810616	1001	0.0012348633631707245	191460	2925
890	FI_TR	15789277	1569	9.937123783438596e-05	67829	3794943
891	AZ_EE	136343	112	0.0008214576472572849	17803	16983
892	AL_LU	4284	0	0.0	295	2742
893	EE_TR	15387666	448	2.911422693994008e-05	17006	3794843
894	FR_LV	23361283	952	4.075118648235202e-05	3152866	80689
895	DK_FI	652785	665	0.001018712133397673	44355	67789
896	GE_RO	25689	34	0.0013235236871812837	1295	8290
897	DK_LU	217304	92	0.0004233700254022015	44304	2758
898	AT_IE	2020263	1696	0.0008394946598536923	36216	399764
899	DE_TR	18992135	118806	0.006255536831430484	580682	3797532
900	CZ_GR	896755	344	0.0003836053325601753	44584	94973
901	AL_FI	439196	4	9.107551070592629e-06	299	67755
902	HR_NL	9458347	1156	0.00012222008771723008	9524	1458486
903	LV_SI	403045	13	3.225446290116488e-05	80640	9976
904	AL_AZ	98036	11	0.00011220368028071321	304	17802
905	IS_RO	59088	2	3.3847820200379094e-05	6783	8275
906	LU_SE	1796497	271	0.0001508491247132614	2771	314114
907	LI_NL	9392939	41	4.3649809713445385e-06	192	1458421
908	BE_SM	805799	6	7.4460256217741644e-06	191346	250
909	IS_PL	2435759	24	9.853191551380904e-06	6785	229104
910	ES_GE	29289867	1121	3.827262172272752e-05	4885353	1494
911	GE_TR	15352256	1634	0.0001064338687421575	1520	3794951
912	PL_UA	2891126	17922	0.006198968844664674	230177	145223
913	AT_HR	224990	1198	0.0053246810969376415	36164	9499
914	AD_GE	3106	0	0.0	638	1284
915	ES_NO	29818204	6651	0.0002230516633396163	4885575	121487
916	GE_RS	682589	34	4.981035440067156e-05	1296	89683
917	GR_IL	1100878	1205	0.0010945808709048597	95042	39909
918	BA_GB	48844712	2129	4.35871133808712e-05	3772	8242301
919	AL_ME	37846	7	0.00018496010146382708	299	6966
920	AT_RU	6860062	2268	0.0003306092568842672	36219	1382575
921	FI_NL	9834247	3082	0.0003133946096737249	67867	1458627
922	BE_CZ	1031936	1777	0.0017220060158769537	191628	44796
923	GE_NL	9394471	392	4.172667093229624e-05	1367	1458434
924	GB_PT	52031450	87442	0.0016805605071548073	8244071	467301
925	HR_PL	2465944	528	0.00021411678448496802	9439	229150
926	CY_IE	1888547	270	0.00014296705350727305	10618	399634
927	ME_SE	1830015	234	0.00012786780436225932	6995	314109
928	AT_BE	968293	3892	0.004019444527637812	36630	192032
929	CH_IL	678554	161	0.0002372692519681558	72301	39832
930	MD_RU	6703209	1936	0.0002888168935207003	1013	1382492
931	CH_IE	2111947	1651	0.0007817431024547491	72568	399768
932	IE_NL	11292988	41022	0.0036325195776352546	403129	1462411
933	CH_HR	315940	419	0.0013262011774387542	72382	9442
934	GE_IT	5609977	1306	0.0002327995284116138	1518	926293
935	IS_PT	3143748	27	8.588474648731387e-06	6784	460183
