	Country Pair	Country	betweenness	domain	hashtag	entertainment	politics	sports	promotion	Other Country	alpha2	alpha3	country	language	total_pop_2018	Other Country_other	alpha2_other	alpha3_other	language_other	total_pop_2018_other	num_migrants_c1_c2	num_migrants_c2_c1	num_migrants_dest_c1	num_migrants_dest_c2	num_migrants_source_c1	num_migrants_source_c2	percent_migrants_source_c1	percent_migrants_source_c2	percent_migrants_dest_c1	percent_migrants_dest_c2	percent_c2_migrants_from_c1	percent_c1_migrants_from_c2	population_difference	population_ratio	contiguous	historically_same_country	distance	tradeflow_country_to_other	tradeflow_other_to_country	timezone	timezone_other	pop	pop_other	iso3_o	iso3_d	gdp_o	gdp_d	gdpcap_o	gdpcap_d	eu_o	eu_d	rta	num_conflicts_c1_to_c2	num_conflicts_c2_to_c1	percent_conflicts_c1_to_c2	percent_conflicts_c2_to_c1	linguistic_closeness	linguistic_distance	log_trade_c1_c2	log_trade_c2_c1	log_pop_o	log_pop_d	log_gdp_o	log_gdp_d	log_gdpcap_o	log_gdpcap_d	time_difference_c2_c1	log_dist
72	GB_RU	GB	0.516224051121695	23.7757380345157	3.31308947314109	2.3812392214864	5.05720157603994	6.66789422756323	1.26239492783033	RU	GB	GBR	GB	en	66460344.0	RU	RU	RUS	ru	144477859.0	1742.0	41000.0	9063422.0	11651435.0	4820072.0	10961164.0	0.07252553492651197	0.07586743100892712	0.13637338380312927	0.08064512500839316	0.0001495094810210073	0.004523677701424473	-78017515.0	0.46000366049167435	0	0	2510.88037109375	3696573.625	13682404.0	0.0	3.0	66834.40400000001	144373.535	GBR	RUS	2829108219.166	1699876578.871	42.33	11.774	1.0	0.0	0.0	579.0	350.0	0.2181612660135644	0.0743889479277364	1	2	15.12291690127046	16.431621185713947	11.109973256882459	11.880159213020566	21.76322738203932	21.253821484708908	3.745496054532832	2.4658937106060694	3.0	7.8283887160846986
73	BY_IE	IE	1.03637138122732		5.22374085866491	2.92913130518067	9.10806437850987		2.91603633521585e-05	BY	IE	IRL	IE	en	4867316.0	BY	BY	BLR	ru	9483499.0	23.0	1239.0	836534.0	1088467.0	770861.0	1646080.0	0.1583749647649752	0.17357306622798188	0.17186761656732374	0.11477483152579021	2.113063602295706e-05	0.0014811113475363823	-4616183.0	0.5132405244098196	0	0	2209.15283203125	35790.785	19610.926	1.0	3.0	4941.444	9466.856	IRL	BLR	388698711.3480001	63080457.023	78.661	6.662999999999999	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	2	10.485445737020514	9.883842138881237	8.505412875160706	9.15555213528119	19.778315080530103	17.95992156516603	4.365147479864629	1.8965698335804	2.0	7.700364387098057
74	IE_RU	IE	1.35314534991555		3.98912758891656	1.4922313506925	6.30581144328544		1.89694291994105	RU	IE	IRL	IE	en	4867316.0	RU	RU	RUS	ru	144477859.0	175.0	7065.0	836534.0	11651435.0	770861.0	10961164.0	0.1583749647649752	0.07586743100892712	0.17186761656732374	0.08064512500839316	1.5019609172604062e-05	0.00844556228437816	-139610543.0	0.03368900974646918	0	0	2802.31469726562	1150214.7815	436920.969	1.0	3.0	4941.444	144373.535	IRL	RUS	388698711.3480001	1699876578.871	78.661	11.774	1.0	0.0	0.0	19.0	3.0	0.1266666666666666	0.0006376195536663	1	2	13.955459249422477	12.98750760875233	8.505412875160706	11.880159213020566	19.778315080530103	21.253821484708908	4.365147479864629	2.4658937106060694	2.0	7.938201032248436
75	CZ_GB	GB	0.0406263407206466	14.3946401335354	1.31224144372839	1.59946150084537	1.7714050344506	1.12432552163	1.02454962784288	CZ	GB	GBR	GB	en	66460344.0	CZ	CZ	CZE	cs	10629928.0	9200.0	40000.0	9063422.0	752735.0	4820072.0	484685.0	0.07252553492651197	0.04559626368118392	0.13637338380312927	0.0708128032475855	0.012222096753837671	0.004413344098950706	55830416.0	6.252191360091997	0	0	1036.98803710938	3333245.25	8365470.5	0.0	1.0	66834.40400000001	10669.709	GBR	CZE	2829108219.166	250680504.53	42.33	23.495	1.0	1.0	1.0	0.0	3.0	0.0	0.0100671140939597	1	2	15.019456936941063	15.939623137085496	11.109973256882459	9.275164071196619	21.76322738203932	19.33968979596433	3.745496054532832	3.1567876325547792	1.0	6.944075672106458
76	CZ_IE	IE	0.307622067979856		1.3613132678484	1.55264034811125	1.19945879070764e-05	0.622844951739121	4.56103765446494	CZ	IE	IRL	IE	en	4867316.0	CZ	CZ	CZE	cs	10629928.0	1156.0	6539.0	836534.0	752735.0	770861.0	484685.0	0.1583749647649752	0.04559626368118392	0.17186761656732374	0.0708128032475855	0.0015357330268952554	0.007816777321662957	-5762612.0	0.45788795559104445	0	0	1465.21752929688	1539138.906	875392.375	1.0	1.0	4941.444	10669.709	IRL	CZE	388698711.3480001	250680504.53	78.661	23.495	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1	2	14.246733666058011	13.682427493397135	8.505412875160706	9.275164071196619	19.778315080530103	19.33968979596433	4.365147479864629	3.1567876325547792	0.0	7.289758994590178
77	DK_GB	GB	0.019225455285129	4.82743541014103	2.11670781027537	2.3356439384873	3.70188534570042	2.26055098941597	0.965656017790984	DK	GB	GBR	GB	en	66460344.0	DK	DK	DNK	da	5793636.0	13429.0	24000.0	9063422.0	557573.0	4820072.0	259282.0	0.07252553492651197	0.04475289783479666	0.13637338380312927	0.09623887313597196	0.024084738679957602	0.0026480064593704233	60666708.0	11.471266748549615	0	0	959.593627929688	3518321.375	7616261.5	0.0	1.0	66834.40400000001	5818.553000000001	GBR	DNK	2829108219.166	350104327.65900004	42.33	60.17	1.0	1.0	1.0	6.0	0.0	0.0022607385079125	0.0	2	1	15.073494551727574	15.845796190473129	11.109973256882459	8.668806884383505	21.76322738203932	19.67374174705672	3.745496054532832	4.09717388923226	1.0	6.866509890603442
78	DK_IE	IE	0.303002167274966		0.864617948686136		1.5934421988497	1.28856661490163	1.97219598873127	DK	IE	IRL	IE	en	4867316.0	DK	DK	DNK	da	5793636.0	1578.0	1053.0	836534.0	557573.0	770861.0	259282.0	0.1583749647649752	0.04475289783479666	0.17186761656732374	0.09623887313597196	0.00283012269245462	0.0012587653341047703	-926320.0	0.8401142218806981	0	0	1240.498046875	852849.4685	706236.1875	1.0	1.0	4941.444	5818.553000000001	IRL	DNK	388698711.3480001	350104327.65900004	78.661	60.17	1.0	1.0	1.0	0.0	0.0	0.0	0.0	2	1	13.656338337864275	13.467705003729414	8.505412875160706	8.668806884383505	19.778315080530103	19.67374174705672	4.365147479864629	4.09717388923226	0.0	7.123268228664675
79	EE_GB	GB	0.0033290703118087	0.732217104188833	1.09949555858204	1.21558914953005	0.481357717734171	1.11459427512759	1.09584986294461	EE	GB	GBR	GB	en	66460344.0	EE	EE	EST	et	1321977.0	874.0	9354.0	9063422.0	134370.0	4820072.0	201868.0	0.07252553492651197	0.15270159768286437	0.13637338380312927	0.10164322072169182	0.006504428071742205	0.0010320605175396225	65138367.0	50.2734495380782	0	0	1787.09204101562	368466.859	319818.125	0.0	2.0	66834.40400000001	1326.59	GBR	EST	2829108219.166	31471100.656	42.33	23.723000000000003	1.0	1.0	1.0	0.0	1.0	0.0	0.0333333333333333	0	3	12.817106051696046	12.675507753823494	11.109973256882459	7.190367018995804	21.76322738203932	17.26458024319861	3.745496054532832	3.1664450416802277	2.0	7.488345019717556
80	EE_IE	IE	0.142327899293641	0.962882296374635	1.18293661684068	1.08474017301659	0.543612117585092	1.09991395689139	0.707445356819761	EE	IE	IRL	IE	en	4867316.0	EE	EE	EST	et	1321977.0	97.0	2951.0	836534.0	134370.0	770861.0	201868.0	0.1583749647649752	0.15270159768286437	0.17186761656732374	0.10164322072169182	0.0007218873260400387	0.0035276509980467024	3545339.0	3.68184620458601	0	0	2005.12670898438	39527.579	21489.339500000002	1.0	2.0	4941.444	1326.59	IRL	EST	388698711.3480001	31471100.656	78.661	23.723000000000003	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0	3	10.584753909790866	9.975312253938533	8.505412875160706	7.190367018995804	19.778315080530103	17.26458024319861	4.365147479864629	3.1664450416802277	1.0	7.603462534244793
81	ES_GB	GB	0.0747353468202336	2.4906189875832	1.58501142489242	2.04152573207731	1.78915479438512	1.51566795618141	1.28033694326863	ES	GB	GBR	GB	en	66460344.0	ES	ES	ESP	es	46797754.0	258965.0	157000.0	9063422.0	6105479.0	4820072.0	1453098.0	0.07252553492651197	0.031050592727163786	0.13637338380312927	0.1304652142066476	0.04241518151155708	0.017322375588381518	19662590.0	1.4201609761015455	0	0	1263.37878417969	13907816.0	21972959.0	0.0	1.0	66834.40400000001	47076.782	GBR	ESP	2829108219.166	1393490524.518	42.33	29.6	1.0	1.0	1.0	16.0	21.0	0.0060286360211002	0.0644171779141104	1	2	16.447961542226572	16.905323118951298	11.109973256882459	10.75953520729641	21.76322738203932	21.05507760509136	3.745496054532832	3.3877743613300146	1.0	7.141544985684446
82	ES_IE	IE	0.160403485169409		1.26861201838361	3.19586040632937	1.4183194974261	0.884942750904456	1.02525619855361	ES	IE	IRL	IE	en	4867316.0	ES	ES	ESP	es	46797754.0	13863.0	8336.0	836534.0	6105479.0	770861.0	1453098.0	0.1583749647649752	0.031050592727163786	0.17186761656732374	0.1304652142066476	0.0022705835201464125	0.009964926709494174	-41930438.0	0.1040074701020908	0	0	1450.23583984375	2920716.25	1748284.6875	1.0	1.0	4941.444	47076.782	IRL	ESP	388698711.3480001	1393490524.518	78.661	29.6	1.0	1.0	1.0	2.0	2.0	0.0133333333333333	0.0061349693251533	1	2	14.887339435261413	14.37414568663912	8.505412875160706	10.75953520729641	19.778315080530103	21.05507760509136	4.365147479864629	3.3877743613300146	0.0	7.279481470356944
83	FI_GB	GB	0.0868786276559793	23.2658486088543	4.42913871068003	7.8124478924658	2.24550185773391	18.7869796858817		FI	GB	GBR	GB	en	66460344.0	FI	FI	FIN	fi	5515525.0	5735.0	7000.0	9063422.0	265136.0	4820072.0	292426.0	0.07252553492651197	0.053018706288159335	0.13637338380312927	0.048070854542405304	0.02163040854504858	0.0007723352173163734	60944819.0	12.049685931982903	0	0	1826.92797851562	1726983.9375	3031491.25	0.0	2.0	66834.40400000001	5520.314	GBR	FIN	2829108219.166	269296310.18	42.33	48.783	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0	3	14.361887056274908	14.92456521812987	11.109973256882459	8.616190021711276	21.76322738203932	19.411322856165494	3.745496054532832	3.887381891511695	2.0	7.510391134974622
84	FI_IE	IE	0.259112392407168		0.745604910227332	2.00545704810996	0.708942416399292			FI	IE	IRL	IE	en	4867316.0	FI	FI	FIN	fi	5515525.0	604.0	1038.0	836534.0	265136.0	770861.0	292426.0	0.1583749647649752	0.053018706288159335	0.17186761656732374	0.048070854542405304	0.002278076157141995	0.0012408342039893177	-648209.0	0.8824755576305067	0	0	2028.74890136719	420282.3595	187853.3125	1.0	2.0	4941.444	5520.314	IRL	FIN	388698711.3480001	269296310.18	78.661	48.783	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0	3	12.948682048901352	12.143416684596975	8.505412875160706	8.616190021711276	19.778315080530103	19.411322856165494	4.365147479864629	3.887381891511695	1.0	7.61517457729677
85	FR_GB	GB	0.0600845415421709	2.22081911442246	1.28890061574125	1.28590890723267	1.17750482047418	1.22240913884254	1.93429859012346	FR	GB	GBR	GB	en	66460344.0	FR	FR	FRA	fr	66965912.0	188161.0	164000.0	9063422.0	7969551.0	4820072.0	2207397.0	0.07252553492651197	0.03296299466510663	0.13637338380312927	0.11900907136156079	0.02360998756391671	0.01809471080569789	-505568.0	0.9924503678826924	0	0	342.947479248047	28966670.0	38590598.0	0.0	1.0	66834.40400000001	67059.891	GBR	FRA	2829108219.166	2715518274.227	42.33	40.494	1.0	1.0	1.0	71.0	95.0	0.0267520723436322	0.0673758865248227	1	2	17.1816564166423	17.468519229636286	11.109973256882459	11.113341394608819	21.76322738203932	21.72224866501587	3.745496054532832	3.7011538149893246	1.0	5.837577313715801
86	FR_IE	IE	0.132594429599709	1.19603466658311	1.27402176671826	1.31870104106748	1.01874824858003	1.62525249623833	2.14114705886429	FR	IE	IRL	IE	en	4867316.0	FR	FR	FRA	fr	66965912.0	9977.0	11988.0	836534.0	7969551.0	770861.0	2207397.0	0.1583749647649752	0.03296299466510663	0.17186761656732374	0.11900907136156079	0.0012518898492524862	0.014330559188269693	-62098596.0	0.07268348708519044	0	0	778.203125	7108524.25	8468632.25	1.0	1.0	4941.444	67059.891	IRL	FRA	388698711.3480001	2715518274.227	78.661	40.494	1.0	1.0	1.0	5.0	4.0	0.0333333333333333	0.0028368794326241	1	2	15.776805220460947	15.951879571888545	8.505412875160706	11.113341394608819	19.778315080530103	21.72224866501587	4.365147479864629	3.7011538149893246	0.0	6.656987576219594
87	GB_GR	GB	0.209099397060943	47.0557961752275	4.76764873723713	6.32027078438322	5.5759887016743	3.10392484769913	9.42706965328466	GR	GB	GBR	GB	en	66460344.0	GR	GR	GRC	el	10732882.0	17358.0	52000.0	9063422.0	1274078.0	4820072.0	1000070.0	0.07252553492651197	0.09317814171440625	0.13637338380312927	0.11870791088544531	0.013623969647070274	0.005737347328635917	55727462.0	6.192217896367444	0	0	2394.849609375	1320286.6875	1295875.1875	0.0	2.0	66834.40400000001	10716.322	GBR	GRC	2829108219.166	209852761.133	42.33	19.583	1.0	1.0	1.0	26.0	14.0	0.0097965335342878	0.0356234096692111	1	2	14.093359458480762	14.074696845315284	11.109973256882459	9.27952327873862	21.76322738203932	19.161916705308016	3.745496054532832	2.974661842934699	2.0	7.78107571429304
88	GB_HU	GB	0.0073639894644793	1.06752165600474	1.65532354443949	2.85030763974565	2.48709072130813		0.95798541703895	HU	GB	GBR	GB	en	66460344.0	HU	HU	HUN	hu	9775564.0	9387.0	100000.0	9063422.0	476484.0	4820072.0	705169.0	0.07252553492651197	0.0721358890392411	0.13637338380312927	0.04874235389385206	0.019700556576925984	0.011033360247376764	56684780.0	6.798619905715926	0	0	1453.66613769531	1858741.375	3948704.25	0.0	1.0	66834.40400000001	9769.949	GBR	HUN	2829108219.166	163469042.868	42.33	16.732	1.0	1.0	1.0	3.0	0.0	0.0011303692539562	0.0	0	3	14.435410136530537	15.188898045086395	11.109973256882459	9.187066524961791	21.76322738203932	18.912134190117573	3.745496054532832	2.817323053579952	1.0	7.281844015286934
89	HU_IE	IE	0.0702593247196636	1.51988397772533	1.95790651162086	3.10731764110931	2.3139147504962e-05	2.5926511813401e-05	4.58146033951099	HU	IE	IRL	IE	en	4867316.0	HU	HU	HUN	hu	9775564.0	1370.0	8825.0	836534.0	476484.0	770861.0	705169.0	0.1583749647649752	0.0721358890392411	0.17186761656732374	0.04874235389385206	0.002875227709639778	0.01054948155125793	-4908248.0	0.49790641235636124	0	0	1895.99548339844	480325.07849999995	276777.391	1.0	1.0	4941.444	9769.949	IRL	HUN	388698711.3480001	163469042.868	78.661	16.732	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0	3	13.082218400530898	12.53096881947637	8.505412875160706	9.187066524961791	19.778315080530103	18.912134190117573	4.365147479864629	2.817323053579952	0.0	7.547499300638311
90	GB_IL	GB	0.190812609415914	6.26018231689743	5.61745817191908	20.7163434491581	8.85307397761446			IL	GB	GBR	GB	en	66460344.0	IL	IL	ISR	iw	8882800.0	23990.0	16000.0	9063422.0	1346232.0	4820072.0	356070.0	0.07252553492651197	0.04008533345341559	0.13637338380312927	0.15155491511685504	0.017820108272571147	0.0017653376395802823	57577544.0	7.481913810960508	0	0	3561.05908203125	3063644.375	3255934.625	0.0	2.0	66834.40400000001	9053.3	GBR	ISR	2829108219.166	394652210.296	42.33	43.592	1.0	0.0	1.0	43.0	52.0	0.0162019593067068	0.0279119699409554	0	3	14.935115737505964	14.995989927586043	11.109973256882459	9.110884611112619	21.76322738203932	19.793515454751677	3.745496054532832	3.7748736472807973	2.0	8.177813274555826
91	GB_IS	GB	0.0490577120664075	7.38050590677852	2.31003947966726	2.1792343429585	2.2334469971793e-05	3.57984043183925	1.95667777610325	IS	GB	GBR	GB	en	66460344.0	IS	IS	ISL	is	352721.0	1424.0	1823.0	9063422.0	41050.0	4820072.0	39876.0	0.07252553492651197	0.11305252593409522	0.13637338380312927	0.1163809356403503	0.03468940316686967	0.0002011381573096784	66107623.0	188.42185183190114	0	0	1891.85925292969	400522.547	557863.7185	0.0	0.0	66834.40400000001	361.3130000000001	GBR	ISL	2829108219.166	24188038.474	42.33	66.945	1.0	0.0	1.0	2.0	0.0	0.0007535795026375	0.0	2	1	12.900525341034516	13.231869979455084	11.109973256882459	5.889744618685364	21.76322738203932	17.001368790997425	3.745496054532832	4.203871386749343	0.0	7.545315356215576
92	IE_IS	IE	0.0212114306440282	3.70915297066247e-05	3.1722521297e-05	1.56700140761499e-05				IS	IE	IRL	IE	en	4867316.0	IS	IS	ISL	is	352721.0	110.0	63.0	836534.0	41050.0	770861.0	39876.0	0.1583749647649752	0.11305252593409522	0.17186761656732374	0.1163809356403503	0.002679658952496955	7.53107464849008e-05	4514595.0	13.799337153160714	0	0	1499.03088378906	99542.4725	17509.050000000003	1.0	0.0	4941.444	361.3130000000001	IRL	ISL	388698711.3480001	24188038.474	78.661	66.945	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2	1	11.508339691364654	9.770473169096464	8.505412875160706	5.889744618685364	19.778315080530103	17.001368790997425	4.365147479864629	4.203871386749343	-1.0	7.3125741008183525
93	GB_IT	GB	0.0955483878565471	2.18542171974436	1.66560360040164	2.55069810081745	2.17959236081084	1.36595685642544	1.76010461790582	IT	GB	GBR	GB	en	66460344.0	IT	IT	ITA	it	60421760.0	62538.0	220000.0	9063422.0	5906811.0	4820072.0	3236664.0	0.07252553492651197	0.05356785370038873	0.13637338380312927	0.09775966473005751	0.010587438805812477	0.02427339254422888	6038584.0	1.0999405512186338	0	0	1438.42517089844	12334962.5	26600032.0	0.0	1.0	66834.40400000001	60297.398	GBR	ITA	2829108219.166	2003576145.498	42.33	33.228	1.0	1.0	1.0	6.0	14.0	0.0022607385079125	0.0240963855421686	1	2	16.327948267811262	17.096422976758724	11.109973256882459	11.007044230872143	21.76322738203932	21.418199493556337	3.745496054532832	3.5033928939768253	1.0	7.2713041627984225
94	IE_IT	IE	0.232798308054942	2.38878761133029	1.51807186980213	2.19131798582988	1.64291267328044	1.30899815575887		IT	IE	IRL	IE	en	4867316.0	IT	IT	ITA	it	60421760.0	3534.0	8507.0	836534.0	5906811.0	770861.0	3236664.0	0.1583749647649752	0.05356785370038873	0.17186761656732374	0.09775966473005751	0.0005982923780699941	0.010169341592810334	-55554444.0	0.08055568060248493	0	0	1887.7333984375	4664056.75	1737304.1875	1.0	1.0	4941.444	60297.398	IRL	ITA	388698711.3480001	2003576145.498	78.661	33.228	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1	2	15.355396174605678	14.36784515222848	8.505412875160706	11.007044230872143	19.778315080530103	21.418199493556337	4.365147479864629	3.5033928939768253	0.0	7.543132128279879
95	GB_LT	GB	0.0036621954796504	1.35903914770544	1.30928250776419	4.56566636740746	1.02173987684075	8.61156896288106	1.09320611621358	LT	GB	GBR	GB	en	66460344.0	LT	LT	LTU	lt	2801543.0	3026.0	190000.0	9063422.0	222894.0	4820072.0	652985.0	0.07252553492651197	0.23308048457582126	0.13637338380312927	0.07956115612003814	0.013575959873303005	0.02096338447001585	63658801.0	23.722764205296865	0	0	1729.55432128906	816844.656	1159143.125	0.0	2.0	66834.40400000001	2786.844	GBR	LTU	2829108219.166	54627411.86	42.33	19.602	1.0	1.0	1.0	1.0	4.0	0.0003767897513187	0.0465116279069767	1	2	13.613204216228443	13.96319160477527	11.109973256882459	7.9326650517495665	21.76322738203932	17.81604636344879	3.745496054532832	2.975631601846988	2.0	7.455619036550683
96	IE_LT	IE	-0.0238918885454258	2.5807401046695	2.07699762347317e-05					LT	IE	IRL	IE	en	4867316.0	LT	LT	LTU	lt	2801543.0	1136.0	41483.0	836534.0	222894.0	770861.0	652985.0	0.1583749647649752	0.23308048457582126	0.17186761656732374	0.07956115612003814	0.005096592999362926	0.049589138038621264	2065773.0	1.7373697280391556	0	0	2052.63525390625	94218.37100000001	114988.746	1.0	2.0	4941.444	2786.844	IRL	LTU	388698711.3480001	54627411.86	78.661	19.602	1.0	1.0	1.0	0.0	4.0	0.0	0.0465116279069767	1	2	11.45337046278171	11.652589541687135	8.505412875160706	7.9326650517495665	19.778315080530103	17.81604636344879	4.365147479864629	2.975631601846988	1.0	7.626879736308323
97	GB_LV	GB	0.0598853956836855		1.82774281897933	1.28239647091325	2.81407311541027	2.68979494032802	3.05600069153776e-05	LV	GB	GBR	GB	en	66460344.0	LV	LV	LVA	lv	1927174.0	2550.0	102000.0	9063422.0	259106.0	4820072.0	397745.0	0.07252553492651197	0.2063876951432512	0.13637338380312927	0.13444867977670932	0.009841532037081348	0.0112540274523243	64533170.0	34.48590734412149	0	0	1680.38879394531	502834.828	894193.5315	0.0	2.0	66834.40400000001	1912.789	GBR	LVA	2829108219.166	34102913.581999995	42.33	17.829	1.0	1.0	1.0	1.0	1.0	0.0003767897513187	0.0333333333333333	1	2	13.128017021397953	13.703677508915549	11.109973256882459	7.556317665395668	21.76322738203932	17.34489338089115	3.745496054532832	2.8808263450526335	2.0	7.426780470590124
98	GB_NL	GB	0.0894372559027117	7.20252411416818	1.40944747464863	2.13592463073241	1.36332537661169	1.3277176253669	1.24591596231347	NL	GB	GBR	GB	en	66460344.0	NL	NL	NLD	nl	17231624.0	50194.0	72000.0	9063422.0	2028487.0	4820072.0	1019145.0	0.07252553492651197	0.059143874077103815	0.13637338380312927	0.11771885226836426	0.02474455098800239	0.00794401937811127	49228720.0	3.8568822068076694	0	0	360.315032958984	30752227.0	55738310.0	0.0	1.0	66834.40400000001	17332.85	GBR	NLD	2829108219.166	907050863.145	42.33	52.331	1.0	1.0	1.0	6.0	9.0	0.0022607385079125	0.0168539325842696	3	0	17.241472972358626	17.836178260218645	11.109973256882459	9.760358823891288	21.76322738203932	20.625709084946987	3.745496054532832	3.957588929698953	1.0	5.886978740333507
99	IE_NL	IE	0.151755464379192		0.901057181758492	1.22728763611001	1.26773069589039	0.789993330250971		NL	IE	IRL	IE	en	4867316.0	NL	NL	NLD	nl	17231624.0	5451.0	5355.0	836534.0	2028487.0	770861.0	1019145.0	0.1583749647649752	0.059143874077103815	0.17186761656732374	0.11771885226836426	0.002687224517583795	0.0064014134512165675	-12364308.0	0.2824641484749203	0	0	756.726867675781	10335703.5	5296018.75	1.0	1.0	4941.444	17332.85	IRL	NLD	388698711.3480001	907050863.145	78.661	52.331	1.0	1.0	1.0	2.0	2.0	0.0133333333333333	0.0037453183520599	3	0	16.151114818447553	15.48246591700057	8.505412875160706	9.760358823891288	19.778315080530103	20.625709084946987	4.365147479864629	3.957588929698953	0.0	6.629002379447543
100	GB_NO	GB	0.0449050718998759	6.65436201096892	2.1150068007311	1.46676113472123	1.01614507442884	3.73021638381589	1.27924215507514	NO	GB	GBR	GB	en	66460344.0	NO	NO	NOR	no	5311916.0	19476.0	18000.0	9063422.0	770901.0	4820072.0	190350.0	0.07252553492651197	0.03583452750382348	0.13637338380312927	0.1451267301666668	0.025263944397529645	0.0019860048445278175	61148428.0	12.511557788187915	0	0	1157.10437011719	4463736.5	20349483.0	0.0	1.0	66834.40400000001	5347.896	GBR	NOR	2829108219.166	403336363.636	42.33	75.42	1.0	0.0	1.0	3.0	4.0	0.0011303692539562	0.0350877192982456	2	1	15.311496753523299	16.82856606412475	11.109973256882459	8.584458491510683	21.76322738203932	19.815281421005835	3.745496054532832	4.323072491830211	1.0	7.053675930659526
101	IE_NO	IE	0.29069175680408		1.11920478209041	1.12815544246449	0.561539210008826	1.70086205983619		NO	IE	IRL	IE	en	4867316.0	NO	NO	NOR	no	5311916.0	1152.0	519.0	836534.0	770901.0	770861.0	190350.0	0.1583749647649752	0.03583452750382348	0.17186761656732374	0.1451267301666668	0.00149435530632338	0.0006204171019946589	-444600.0	0.916301387296034	0	0	1267.01477050781	417825.9925	673681.844	1.0	1.0	4941.444	5347.896	IRL	NOR	388698711.3480001	403336363.636	78.661	75.42	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2	1	12.942820338950703	13.420513236904736	8.505412875160706	8.584458491510683	19.778315080530103	19.815281421005835	4.365147479864629	4.323072491830211	0.0	7.144418838112547
102	GB_PL	GB	0.0457745370439277	13.9751981558533	2.4242398215124	2.7849685913222	2.06419420683918	2.82376089958997	2.85972339997792	PL	GB	GBR	GB	en	66460344.0	PL	PL	POL	pl	37974750.0	37020.0	907000.0	9063422.0	656454.0	4820072.0	4294300.0	0.07252553492651197	0.11308303543802131	0.13637338380312927	0.01728659174846444	0.05639389812538274	0.10007257744370725	28485594.0	1.7501193292911736	0	0	1451.64367675781	6705333.5	14988632.5	0.0	1.0	66834.40400000001	37970.875	GBR	POL	2829108219.166	595858207.012	42.33	15.693	1.0	1.0	1.0	22.0	40.0	0.0082893745290128	0.0959232613908872	1	2	15.71841381246172	16.52280263843231	11.109973256882459	10.54457469746915	21.76322738203932	20.205513289027113	3.745496054532832	2.7532147530565836	1.0	7.280451763586872
103	IE_PL	IE	0.153345216510428		1.91572046378934	2.55607198222948	1.69583072178264	0.80592580577241		PL	IE	IRL	IE	en	4867316.0	PL	PL	POL	pl	37974750.0	8136.0	137131.0	836534.0	656454.0	770861.0	4294300.0	0.1583749647649752	0.11308303543802131	0.17186761656732374	0.01728659174846444	0.012393861565319124	0.16392758692414175	-33107434.0	0.12817243036491352	0	0	1826.82006835938	1437306.125	913304.031	1.0	1.0	4941.444	37970.875	IRL	POL	388698711.3480001	595858207.012	78.661	15.693	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1	2	14.178281172992708	13.724824106334763	8.505412875160706	10.54457469746915	19.778315080530103	20.205513289027113	4.365147479864629	2.7532147530565836	0.0	7.510332066776768
104	GB_PT	GB	0.0483438532779936	2.45282600501682	1.44364787941461	1.74961037338548	1.37346784783144	1.35709646077595	1.85960716161026	PT	GB	GBR	GB	en	66460344.0	PT	PT	PRT	pt	10283822.0	18989.0	142000.0	9063422.0	890184.0	4820072.0	2289642.0	0.07252553492651197	0.22264504383681474	0.13637338380312927	0.0865615915950315	0.021331544939023842	0.015667371551275004	56176522.0	6.462611274290823	0	0	1583.09094238281	2188541.75	4059081.75	0.0	0.0	66834.40400000001	10269.417	GBR	PRT	2829108219.166	238785085.031	42.33	23.252	1.0	1.0	1.0	0.0	1.0	0.0	0.04	1	2	14.598746012424497	15.216467336046897	11.109973256882459	9.23692553402793	21.76322738203932	19.291074479538	3.745496054532832	3.146391149839104	0.0	7.367134507619873
105	IE_PT	IE	0.115085123965972		1.66328211917009	1.51684804440668	1.6685925398915	1.59726747043673	2.25902290683493	PT	IE	IRL	IE	en	4867316.0	PT	PT	PRT	pt	10283822.0	1614.0	2673.0	836534.0	890184.0	770861.0	2289642.0	0.1583749647649752	0.22264504383681474	0.17186761656732374	0.0865615915950315	0.001813108301205144	0.003195327386573648	-5416506.0	0.4732983515272824	0	0	1639.82055664062	505061.28099999996	348369.047	1.0	0.0	4941.444	10269.417	IRL	PRT	388698711.3480001	238785085.031	78.661	23.252	1.0	1.0	1.0	0.0	1.0	0.0	0.04	1	2	13.132435049410212	12.761017676730104	8.505412875160706	9.23692553402793	19.778315080530103	19.291074479538	4.365147479864629	3.146391149839104	-1.0	7.402342098149253
